"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-825","As a user, I want to open the Loan Recording tab, so that I can examine recording data for a default loan.","F-2","F-2","part_027.txt","“To access Loan Recording, click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-826","As a user, I want to open the Borrowers tab, so that I can view borrower information for a default loan.","F-1","F-1","part_027.txt","“click on the [BORROWERS] tab within the Loan Record.”"
"US-826","As a user, I want to open the Borrowers tab, so that I can view borrower information for a default loan.","F-2","F-2","part_027.txt","“To access Borrowers, click on the [BORROWERS] tab within the Loan Record.”"
"US-827","As a user, I want to open the Property Inspection tab, so that I can view inspection details for a default loan.","F-1","F-1","part_027.txt","“click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-827","As a user, I want to open the Property Inspection tab, so that I can view inspection details for a default loan.","F-2","F-2","part_027.txt","“To access Property Inspection, click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-828","As a user, I want to view the list of loan documents, so that I can review files already stored.","F-1","F-1","part_027.txt","“Step 1: Click on the [DOCUMENTS] tab within the Loan Record page.”"
"US-828","As a user, I want to view the list of loan documents, so that I can review files already stored.","F-2","F-2","part_027.txt","“Figure 117: View Documents (235-Insured)”"
"US-829","As a user, I want to add a document to a loan record, so that the file is stored with the loan.","F-1","F-1","part_027.txt","“To add a document, click on [ADD DOCUMENT] located under the Documents title…”"
"US-829","As a user, I want to add a document to a loan record, so that the file is stored with the loan.","F-2","F-2","part_027.txt","“…to navigate to Document (Add Mode).”"
"US-829","As a user, I want to add a document to a loan record, so that the file is stored with the loan.","F-3","F-3","part_027.txt","“Drag and drop a document or click on the Document Upload button to upload a file…”"
"US-829","As a user, I want to add a document to a loan record, so that the file is stored with the loan.","F-4","F-4","part_027.txt","“Note: Only PDF, ZIP, DOC, DOX, XLS, XLSX, PPT, PPTX, and TXT files are accepted.”"
"US-829","As a user, I want to add a document to a loan record, so that the file is stored with the loan.","F-5","F-5","part_027.txt","“Complete all required fields and click [SAVE]. … click [SUBMIT].”"
"US-830","As a user, I want to edit an existing loan document, so that I can correct or update file metadata.","F-1","F-1","part_027.txt","“click on [EDIT DOCUMENT] located in the Actions column of the Documents dashboard…”"
"US-830","As a user, I want to edit an existing loan document, so that I can correct or update file metadata.","F-2","F-2","part_027.txt","“…to navigate to Document (Edit Mode).”"
"US-830","As a user, I want to edit an existing loan document, so that I can correct or update file metadata.","F-3","F-3","part_027.txt","“Complete all required fields and click [SAVE]. … click [SUBMIT].”"
"US-831","As a user, I want to view notes for a loan, so that I can read prior comments and history.","F-1","F-1","part_027.txt","“Step 1: Click on the [NOTES] tab within the Loan Record page.”"
"US-831","As a user, I want to view notes for a loan, so that I can read prior comments and history.","F-2","F-2","part_027.txt","“Figure 118: View Notes (235-Insured)”"
"US-832","As a user, I want to add a note to a loan record, so that additional comments are captured.","F-1","F-1","part_027.txt","“Click on [ADD Note] located under the Notes title to navigate to the Add Note window.”"
"US-832","As a user, I want to add a note to a loan record, so that additional comments are captured.","F-2","F-2","part_027.txt","“…to navigate to the Add Note window.”"
"US-832","As a user, I want to add a note to a loan record, so that additional comments are captured.","F-3","F-3","part_027.txt","“Complete all required fields and click [SAVE]. … click [SUBMIT].”"
"US-833","As a user, I want to open the Transactions tab, so that I can review financial transactions for a loan.","F-1","F-1","part_027.txt","“To access Transactions, click on the [TRANSACTIONS] tab within the Loan Record.”"
"US-833","As a user, I want to open the Transactions tab, so that I can review financial transactions for a loan.","F-2","F-2","part_027.txt","“To access Transactions, click on the [TRANSACTIONS] tab within the Loan Record.”"
"US-834","As a user, I want to open the Loan Detail tab for a HECM-Assured loan, so that I can view read-only details.","F-1","F-1","part_027.txt","“To access Loan Detail, click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-834","As a user, I want to open the Loan Detail tab for a HECM-Assured loan, so that I can view read-only details.","F-2","F-2","part_027.txt","“Note: All HECM-Assured Loan Records are Read Only.”"
"US-835","As a user, I want to open the Loan Filing tab for a HECM-Assured loan, so that I can view filing data in read-only mode.","F-1","F-1","part_027.txt","“To access Loan Filing, click on the [LOAN FILING] tab within the Loan Record.”"
"US-835","As a user, I want to open the Loan Filing tab for a HECM-Assured loan, so that I can view filing data in read-only mode.","F-2","F-2","part_027.txt","“Note: All HECM-Assured Loan Records are Read Only.”"
"US-836","As a user, I want to open the Loan Recording tab for a HECM-Assured loan, so that I can view recording info without edits.","F-1","F-1","part_027.txt","“To access Loan Recording, click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-836","As a user, I want to open the Loan Recording tab for a HECM-Assured loan, so that I can view recording info without edits.","F-2","F-2","part_027.txt","“Note: All HECM-Assured Loan Records are Read Only.”"
"US-837","As a user, I want to open the Borrowers tab for a HECM-Assured loan, so that I can view borrower data in read-only mode.","F-1","F-1","part_027.txt","“To access Borrowers, click on the [BORROWERS] tab within the Loan Record.”"
"US-837","As a user, I want to open the Borrowers tab for a HECM-Assured loan, so that I can view borrower data in read-only mode.","F-2","F-2","part_027.txt","“Note: All HECM-Assured Loan Records are Read Only.”"
"US-838","As a user, I want to open the Property Inspection tab for a HECM-Assured loan, so that I can view inspection details without edits.","F-1","F-1","part_027.txt","“To access Property Inspection, click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-838","As a user, I want to open the Property Inspection tab for a HECM-Assured loan, so that I can view inspection details without edits.","F-2","F-2","part_027.txt","“Note: All HECM-Assured Loan Records are Read Only.”"
"US-839","As a user, I want to view Documents from a loan record, so that I can review all imaged correspondence.","F-1","F-1","part_028.txt","“click on the [DOCUMENTS] tab within the Loan Record.”"
"US-839","As a user, I want to view Documents from a loan record, so that I can review all imaged correspondence.","F-2","F-2","part_028.txt","“To access Documents, click on the [DOCUMENTS] tab within the Loan Record.”"
"US-840","As a user, I want to view Loan Balance Transfer details, so that I can audit principal-balance movements.","F-1","F-1","part_028.txt","“click on the [LOAN BAL TRANS] tab within the Loan Record.”"
"US-840","As a user, I want to view Loan Balance Transfer details, so that I can audit principal-balance movements.","F-2","F-2","part_028.txt","sample grid shown under “View Loan Balance Transfer”."
"US-841","As a user, I want to view Notes on a loan, so that I can read servicing comments and history.","F-1","F-1","part_028.txt","“click on the [NOTES] tab within the Loan Record.”"
"US-841","As a user, I want to view Notes on a loan, so that I can read servicing comments and history.","F-2","F-2","part_028.txt","“Notes and comments associated with a loan can be entered and/or viewed in the Notes tab.”"
"US-842","As a user, I want to view Mortgage Release data, so that I can confirm lien-release processing.","F-1","F-1","part_028.txt","“click on the [MORTGAGE RELEASE] tab within the Loan Record page.”"
"US-842","As a user, I want to view Mortgage Release data, so that I can confirm lien-release processing.","F-2","F-2","part_028.txt","figure titled “View Mortgage Release”."
"US-843","As a user, I want to view Exceptions on a loan, so that I can track outstanding issues.","F-1","F-1","part_028.txt","“click on the [EXCEPTIONS] tab within the Loan Record.”"
"US-843","As a user, I want to view Exceptions on a loan, so that I can track outstanding issues.","F-2","F-2","part_028.txt","figure titled “View Exceptions”."
"US-844","As a user, I want to view Servicing events, so that I can monitor loss-mitigation activity.","F-1","F-1","part_028.txt","“click on the [SERVICING] tab within the Loan Record page.”"
